PaperID,KeywordID
00000f4552fc7742585d81666afb9c1163393e17,0
8509485721393d06595834a98c527a3f54052009,1
a7446c94ef2515f744c1bb04e8f51f0f141a1993,2
e8038192e1de82211b9c45d7a0f2fac2aabdd016,3
dc106710715e3b724e393e3562cbb8f2e5865161,3
20004cb54319bbfd29c0828913c3bf5a8d6c8a1c,2
f5658866a7e1a75d0815deb1c269d0b44b4b20b0,4
d11678f5e923165d55c6434a445ab39dfbe65f5e,0
8153eeca504bfe4395b0b5620e706b21740af954,1
276a31ccce7e80084334355db5e2445c6201595b,0
0000c55f1170657127217eb9b3c28fc6383cc647,5
2e1c953f3f76907e98a3f3df23ec6858e0def92c,4
93574827efa9dddf11d290cc55dbde6aea714453,0
0001732a8f4f8443731a16387dda81c61a7bf108,6
000178cd12c8a6e5da8215b6365fae03c20fd18d,1
d534fc35fb46d0d1df38838db2107ebb0ec71ff4,2
82f4f334e87737921035e7d172a895ed41a03fdf,6
860fc334ad902d847f28cbbe0234d158590da5b4,3
48748deac5da9d0ab0d09bffe254ada4b151bbb0,4
77cb4b76139c0e798b0e3fecc4f5db08f97aaf00,0
6e33e92e106c0a1044a89e8dd33330a4d755e7eb,0
000270f4b973ba6db82a3cb6a6f1e139ae2974c6,2
49a9a7363858a821ce824f57ae8b3efa675372a3,4
927d7b49cafc6a856e9d41ae0e66424a21c81a31,0
a766e4ae21d21e3ae16c40c9c6c7c9b396c8f769,0
ad321149076b26ae9b23521cd04f0c9436f100ce,2
bc291d55606ed79f1bab48b35d1ce83b406c17db,2
8daca718703f71dc1772d911b1cabdbee3a86f7d,3
eec878d2f940d79408e2a3d6e20bdc7d20c2f0c5,4
8acccb75195a265961aa11ff2de5843103be764c,0
0003975c67dc6e9f0c405cd4dd072b04b684b742,5
03874e05c356223ba0362bc5483e2dbaba8f3202,3
56e803a517d8cd7fd9f1474ad54dc926533ec38f,2
8962505574f752c9b82ee243bceabf4753bfe717,6
87c198f86bc6eaa9439d309904081ac294382abb,4
e1b372337eb0606ab883cf4a290004c7d7471781,2
4683f3b5aa7c23b3ac9fbe312ef29a4f44c8bb1b,3
181e892fa1207461e93a953c05e0395223345b10,1
914968d3df158691e8eae81da1e4b8086ddac91d,3
87cbb87d3d4f623280c87a7677e984be7b98f2f2,0
cc40bf6fdb7047912277051b9ec9d55f0c6d110d,2
a47326d7996def2cd015c4d2558b63073bb6846d,1
caf27f4542e8dccdaaa22a27a7b95b5ef0c6d2b8,3
94702376b1afab661189d8a68416178a4da8102b,5
000429c966f527613c700947a0912b10ce3f359d,0
ea0cb965e2a5190d2497caddbbb79e7036d207cf,1
000458c2651ab147d503429f6460aa80155e8e35,3
0004fe12ae50ed77aab5d8bfbe74bb58d9b333c1,3
761163778df822d53efe6c3015eb7afeba768b78,3
00059087c954c1af6ece33115315e3e0ecc2f2c2,5
0005b67f248df75bf0f4eba37328142951559498,5
00064ea12f64bd7770aa923e67e09597f5a9925b,2
422337fa8bfebf37fad9730b1711acf8ea5f4e92,5
88b10094e3ba27033dff0f96a412329220cb1f9a,2
1df91e92ac8e388ed0ccf305f0c0eb769373aeff,0
22301fafc0d082fe05d0c6d85693abf34527320c,1
c995f1f102e886192bdd6d29ac567f1c68cb03ad,2
f8413d402f4aa45c2f517ec9f03c7264a49df2d0,1
30c7e10fec9464c9745e1756acd1ca485509524b,1
761eebdd0c9fda978e316c220c54549978c3f987,2
000651c8f5971dff64d5cbeafe7302a53895823e,3
0dc21823b956251f746415eef82aa6a77d42045e,3
0007dba348869daebdaa5f02dd120dde7ce1a305,0
894f88289351fc5ade3ac0c1d5cc249c7c107391,6
6b79f8f0566bada168403c18159ef4ef0206d799,5
00085367adf8049b2091ac5e87b36a7eee7155ae,5
b6b7fbf9b28b99f4e4ffd4e853260ffc3a926b16,2
91137c72a9a9ff30b8dd8fad6b712b087981f07e,0
049034282f17a084b7e0a7839d8ddc3652468baa,6
7df8f1310faa6b63c17f19ef30a0871e726c78d6,1
0008afdfa123c7d32b644f5cebafae98a58e1bfa,5
380fdeb36995ede563642f1b77a8859f95d9fc4d,0
8bc2f055c6e0a54f7a1915b96b4e8bf2bf89a10f,6
430a13ce74e2cce8a5316fdc14d4aba7f651890b,2
0008cb017b9659277632d26566e512a0bdfde553,4
229530a78e6c5c1f135f2c85ecc1b5e25e6bb463,2
a5ff51640fcf48cbd8f73b8e3b236adae66ac2e2,1
4c8da4fa2c8102a7b7dad024f85c54b49ba0636b,5
10dcde63c6ce45a850018a52d32bcec621038b21,1
7b494e3e4fbc1d2fb3eeabe2ceb4b288d027470f,1
b57611c4ad704d2a9c44fad3bd1e062bc10e3d87,5
ae29578c017e6ee5a6f3d829e8929168b1844126,2
a4f7df958aa56eac6cdcd7aa6c25c66726e44758,1
7635dd17557475edb06d91599d9a9bfc9c961cd5,4
d8cfdb075bf76e1ba6279337ac975a1b0d3d55bb,2
26baef4b4409858dd43f89db2394ea47784f845a,5
0009d673b46c3f79835ac13e5a987b3c5e153628,3
0338dabad410f2cd01696078ba1d13dec10b0800,1
5fbbacd98613c917920a10d0626391b513673e80,1
ccd0a61325d74e037ef7ae2674a5eebdb20877e1,5
000a00d829abda9262013a88a5356953f449fc73,5
f6464f77281201e5fb811eaacc61d1497524fc8b,2
16fd3947cefbf8cd51d8a82832c184f1351447e6,0
2bad667e45c76b6edf8e7fe54f6cdd267189c743,4
1b0cda4e00db8567142379549dc0a53190bc77b6,4
f2d7849571599130272e79f20197b4b6ccb89da9,3
a4dacead25704c5dad8828e2c9cd5bf5d85deccb,1
000ab88c22b8501af71f91b4b965a19d0da1a1c8,0
8920b3deb590c3082a8372cabe68e6ac67922708,5
f9ac8a623f436b52e744fe79f45f457ced878618,1
ce150f1082cefcdb82845fefef07fb01321d33c7,0
d073ba490280df2ade4e70e969896a62e6d063ce,0
2e4561251785cf38d691d441a7e429e55a9dd9ac,5
3e696e53734615c4fd43ebeccc66ab1ee924a66c,5
d5d307e4e6653b6d43464c3c517032340b0e0763,5
000ac127a9e270e66d99d77dd6dbf4bf5186ce52,2
445c71912a718b6add8b79d01ee02aaadb51a5cb,0
643eead5e4d0bfa8ae87311d2160535e05790f55,5
8f4ab8fd013ec000ef4c092ad80673543ace5aec,6
870f2c241e59ac83d84c5bff8a4c56fe39e90357,0
d3fc9555b45cbf3f21118fd22e530cf005c8bce6,1
c0805c0f272f253207e02cc54076722084f41b81,0
1968d81206a3345bc41566213fe63e15ac6ff777,3
e0cbad8f82752d6c8dfd5d866e70d56125a09590,3
000b6bd77cb3b90c436b1e77b69354f5b41adb0e,3
186aeaf08e545a62fd975ac56068d9b5f2043ad9,1
ef8b54c52d391b3c06099aa2265bfcd159088d24,2
472a2bcc097f367686ac2edffff3d720babfea36,3
cd635c8052a68b18b1e5c16107fa688289651f1a,6
39f451a22837a0fce6946c7df3c8a7cab11771ea,6
f0e8ab83768a4a8aaf319460d4a70383415a0cc8,2
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,0
000c021cc296b72bb72fa71e3091af594a6c9c87,6
ffa6358e22a4a64e405bc265ffe7af433c159891,0
34b6eaccd2f33fc7fa47194b80717c90ca9c39d6,5
991ccd62c8ad721b6d64dbc3be215f8cda060dc0,1
6e58d41d7753766304c26b1f4f57801996fcfc7f,3
3ef1aa70d22148011d5fd8d05a64babd9f61c895,4
e59ad10bd9048e0ccfc93a518387a132c23a79a9,4
a61eec9b66890e81f31d000f29048ab9d73860d9,0
fd32aa0d204a9b5746087599a8a83277c1f88cb6,2
99b3ef8a399d60bd683414f75961b82913abff7e,3
cbabc9267d0d0bb9ca81006624b2cf3bcc2496fa,2
000ce80a8d4b0cf6be199cf97d8912b9dc9b44b2,2
309632fe3feee8f85b2ca98772bce31b2a3ede06,6
9b48f505f41e22b37201a841a15ba69b6e78cadb,5
6ba419bee306050143eb5601899678de8611300a,4
f4ba0defbf903dae5fe7e427b6a77d0c4d7948eb,6
a71b15a8e8b3d7c34d9769c9644efdfad07299c3,2
1c18f1462ae084471a09cd7f16eade0cf59adf5d,3
edc40b571fd299386f8149f01e6983d0fd0f240f,2
000d02535797fd8ca7b0f04edcbf356e089a5338,4
000d0f73efd55bfaf20386ceefbdd567bb09524c,3
31a2887c35ca62a31349f45c4856e7e0a200759f,1
f6c9b52a78ab2cd4788d49d2d7a61627bec2b3c3,1
000d21240aff6bc045cb81755b532552432fdb69,6
36a1d00f5a77b47ba7ebb5c51578f1dc3f0f7256,1
6aa08ece7113d0bbf96644e3a61f5be416f4358f,1
ab4249e9f758ede75ee22ccf28d3717c418072e6,5
000d797e163371d16daeaec893cf4d6e37003db2,6
159a99b5af3260ab571dc86010e6576e101544d0,4
377d44f890140e0dcd36fa32290b3814d666f2b6,5
192f03596a0cd314a7a397dd7f6c6e163824c75a,3
000db9915add5a825b593326acc98f24775f776e,2
7472ff8b09063a2e2d5aa43d8305ed7060b1eeb5,6
79b2367b4ad78cd22eb5c9e1f6a81620077d084b,0
eb009311ec785844e49ac3bc24c23e3c21007efe,0
553f14bca493edf3de05af576bd68044ee79c20f,2
2808f416ce680be15e36576c65acd50622c19ff0,1
2cc40447281b4d8604c7c7dda22c5ecb53812e73,6
000e2688b1830dc2b4c7d9cd54447d5759ceadde,1
9badb1277c4ad05546629e7e540e0fb9b9929576,0
2e4dea5d2d4dc047e77a0b7f809259e6a20df556,6
000f18a98b1a305d5ff07972b2a63849f9b26908,0
8d42fb68be9c84cdf238ab177ce6650e01821549,2
a4499adb70b2e62991e79902e5a4199c2083edf6,3
c9a91a893d6b02ff19854a8cdbfe6e7cec5e4f0d,5
afbbd472d04b1c1051b70f2ec245dd9cae9d7930,6
305826910778ccbb0c39d830e90913a1fcef6c57,4
6b6cc76db0fd967f763502e0e9455e3acbba8ef4,1
474bc7708af82585aefdb9c402acb5cc1d1e4c5c,2
34546f41d8a06e37a651f86b3a23ad7c16023348,0
616717b3467f03fe106446e6c2ee15e875087d4b,0
c2335c67d9d40444232234ed34208742678676b6,1
000f8fb442e7eee012c43f4c0a123ae060af645b,0
8ec7fb565aedf9f583d0e2b328b7541e549484fa,3
ec9a3ff3df59ed0769dda084a1ca654b67fe8b37,2
00102c0a275cfd235e1e2af44ea94a3ba5ead870,3
001052d42535c0f72d748b37076e71ced3a61f1f,3
907fbb97d6a26ddc12d8880f0639318f29c065b4,5
0010963f374d625ad7fb42b64eb30de2244863d5,1
a1fac1c5fe5e09f8e5c0dd6acb314a373f766ba9,1
0010fabe2a25b36c5bcf6057baafb61a40e37e3b,0
564992c12097a87c279a90a1459eb72bbd007090,6
14c940926a046e6c33cc4eca9ea73cac1bcfa347,1
d29036946152bddf950fec7a08c2828a8a8f902e,2
aee8581c60d8c812bd31503fab00f9df8d88a766,6
001188339c776654004094183ab01c3e67e48a43,5
54662da5de373d5bfc2c4f6144303d53c17f7006,6
2ba2ca5d1ff7532a987ca5e4224e257b32f5e140,6
702d3bbc9f64c7d7f6c3be5d122ec27415b0952f,1
12fc3be3e509f873e464f52440482cc4aa711dcf,3
0011a555a82a60a71dd70076bcdd0f23402e7d7c,3
4cbaf5067f3e62bdc5fd07d0acefa0b2aed7aaee,1
d0ec065f7f3a7239612de00859b75efabd3c9f7f,6
4f85463b404876bc2d21a8f108817d25ca6288af,5
28dc34d817fe7047343f7a125b4ecf5379c2ca81,0
0011ef9fd18888cef786ffb0a6ef215f09dc1e03,3
99165d1f75e67895c7bbc8270ced6f92beebbaa1,6
d1f1d4c74cd03d7560e740578ce88e8d0c1d3d32,3
f794f0cc1b55ea8cf26bf0372bc7ba6740ca8e83,3
48615c3cba178c4193d5106b59205861217fb52f,2
55f0404b6e67405f2fa0ef7ba3550f4fa86c5631,5
3377cd2febd3162747072d433cd8df9e6652b124,4
8b9411fc2a95899be9a4a543736f6d4348a64759,2
9a1ec46c7afe7e06b5d09d68040269a1cb2f8d50,1
2c9873f06b99fb867a0545a13a9f0fe0e33b1326,0
00133d41d5ecef1a9d046d2b92bb2a23a335cb7c,1
40bd70d2d176d2112259b7350cccfc058e6b7afa,0
aeeaf09a81bcf2ee5b8b4c41b97c34e4c20ab008,2
e046eaa83e43c5663332eac4f9a6797931e8c6cd,1
ba31105df62c9118f22ad70637aa7dc8c11a80dd,3
9df1b2509eb2e81da2bf3414b52e402a20dbf89e,3
4bc598267a691eb3b7a59197d82f2bda3a421c54,0
001431f69d0268a4497f39002c412c728ff44276,2
cef530e1a4b270262e1d17327711d4c59a7d99a5,1
29330205c83a1752da4fbbc36ba4d34cef2d55bf,5
d40a3d4b53c613fbd487c2d8fc02b59ae7038035,1
10c6e5070faa24d2f7a823eff0c40f93d4ef8291,1
72f9ccea442fdbd7501c6684996d3c2033e0ba76,3
778f04e582e6916db7297b331f19b80461551a3d,5
57f2a6f30e5bbebb4dbe774367dd037b2ef953bb,2
261e27ffa7678bc4fc043486594a0e72b25e91fa,0
f5f47322e3209d2d5de71ab21ed300a9f93281ff,1
0014a057ebdeca672b1cdee8104cca4dc928ef3e,0
75d63ceceae638750f4a4ed5f98044075ec66232,5
eaa308e5e0a620ea5f9df56dfd522ee517ecb529,4
0014c6eaa38d7a4da24dd0258572a13c45b93b16,2
001528e5987d8864a0187dff279eafdce0fbe703,3
9c04bf14dc03a4290d16e936166a611aac770ae4,0
0fdfaa6cf51661504ae1d2af70b2bd3a42e9478a,6
b7b9606177eb106feb35b3619332763d5543a177,3
0015948be940cc9d976ef3874be9cad30b4710be,4
3bf289262439bc9e024d6d590d26cc517534b517,2
656b089967c544d32d0c0e6afdde2671aad3b04e,1
b97d8b27224efb6655091393f27441b6ed8e6395,5
00159a3f909534e328276ac4a4424a100802708c,5
efad4f0d7d54f0802bf101089338251f20d78064,5
6ca961736ea1fa1fb92a895ee9890a49473f921b,3
c05c72e0f180e7c13809138550205578eb084cfb,3
458dd28b79d32a1d7f0287f56f486f4059909329,3
001724979a91f382172c885b17b6ffa91532f089,6
d54ecc745b88f0b53c9556a864197f8435620545,5
0017372ff28b2330352af629d2e4901ec4ffafce,1
2ae73d1207e01813b143f500bc40309816828076,5
f8b7cb4c42fe03cb1dc66dbee6e0a36e0d162844,5
e80fdf6055749517397eaf2c07ddc5b3615c9410,4
1e2aa53f7f8f3fe0d8e9ba0e51e5036c0864fbc4,5
0017b46755fcf120d447c439d9ac5cefbb9ba0de,4
0cd5892b6b67255a639a14c646accbf60ff33db9,4
b50ebcbbec47e6e3c8c98e5990c7dcafc7508409,0
85c06da76c7e9fa953df5c7aa9bf2aae3006c102,0
3babfe75c2831361e4df70e3001adfc7d14cb903,4
da981e00c5f4a2aa931d02ae2a3211b0a0ac1b63,4
ac6ec6a266df0d8245959319d55caa1c133adf7e,4
0018b02a968c3e279c83be92224b525ba8360a40,1
e81d89a5ebb2e41b37c11cde3f9989c5758b9aa8,2
c2ef1c7a0602da5daacdff813d759f0b0dafed43,4
d6a9fea83f4edc32ca3b596d481176d53c40da0d,6
552271f22a591b29a2cca23f4ba39ea3880c8e79,1
f757944c3256a14a8d1d2f5d6911bd3c8d1e36a2,0
593f679bb6541bffe28401d47c1a7c6ee411d9f1,4
d078dd095a36e2e46185814a8ef90285ebce6470,4
641170ec17d38d29775568e58305bd70d6fb1f05,5
d33b2c172f2612c29e749275b624f656afa8fb8d,0
350e394d422ac4cd5fbe5d03bf25d44e41c47782,4
5fffbd9271f4234652f375df111a3e97303fc52c,0
14b3d2123e4cf5748c5dbafc1b04c160ef0fec43,1
d77b929e29876c369effceb4ae6ec105a83e7a40,3
33f85e5fc64f60be07a457271d869d30783dedd4,5
030e5d2d54cc97d20ba4e8c70d7772db42b8776c,0
001a72782dfef61589a8f897a4ae5dc4b49b5a5e,2
09c3926ad0d6d4b4362ddcc7d759986631a2c9e4,4
0c08725a79cb5dbb1354793a287810646dbefe52,6
2d6182ec7a94bae41e22eab12febfd1a2e3d6367,6
467227272889a8307c83a1b2ffd1daad6d8d8bfa,2
a631f10fa7e100492e6f358d940dff2bebc423a4,6
97a26b15405351b4bb70e28537ea59bef67d4d1d,1
4bb89960ec808e5c2888c4a734bb7aa866b0ccca,4
001a7e23bc64efa8adac1ca34066ac0935c64fc3,1
c5b4919856afef2fa6b252a04b1368f5789d68f5,0
e1d0153a3f705c8b25be6382a546654a00e08bdb,2
95489215ea230f2d3229bde1c373e6d3889e0019,6
5eec352ccf6db9483e0d4dbc6068cac69fb7191b,0
001a98b5acd9797c3394a48fdc7dac96b9159cac,1
4db088827b010f08419aa94ddf3dfb2520c4cd5d,3
dccd0b8798304773062352fbc051c4f072da3cd7,0
c975498646cf833982ac3aa71457c5246f747d67,2
dde42bddcc0c7fe402a1a537a97ff70b2a363df7,6
51e09da838e9a524076118948d99180f1600ceba,5
001cad7ee5ffe902e0695484abbf59bd892e448e,6
bf20c8c74dc8fcdd0177d8168890f0a514093142,2
001d9273ad91fbe71c2c32fd926dc213e10d98c6,5
e2324ea23edf95daadc47bcb925c7ac774362445,4
fb3836690a361e39d476ed6db9ac671c1da1f410,6
2185f2423d8779aac1a28940f51a0c7dce840e04,1
569e323c84bcc01fc6562ea2c7084c7a2a00e703,4
9736d7b05db9c1b157e8fb5022d0cc05fd484127,6
5a27a89cd5c35f76b57b93aad41c75af65b2dc6d,0
f536f46cce7e626324c06560cef892d1e397615f,3
71641992094ed2e0f14cec6b1bec42caeb9ddebd,1
ba8fabb994f41e1849616e44c3a645a21c22056a,3
02a83a755a5e4c5dbb445b132a9c991deea0245c,6
d1e0e182117f80e2b364a856710f6ccf9091eb4f,6
001dddf2b8e38d79564ce7b756d5ceead1e1da59,3
809624aa1b6a10ebee3e9ed1f3f3f25f67365e1a,2
8722bbf08207d8713c61cad0b8f46130561b9d99,0
30c2a18a1868089f3c67f1a033b2d22a6e766a20,5
a7690966fff0f8961e85b911cdd2ca1ebcae4869,0
318683a3a0943930479e77c0d1322c79fed6ca07,3
001e94f525a7642d01202a810044a3e84969216a,4
ac6877ada2af50d03c23f9c9d15d5e0a06d46d6d,5
95ce00a13f7e916ef62c50401b006b5daaaa7cd0,1
25deb9cc0da78e2cf307f2823cfe8b280b154052,2
a3631aabe1a597ac9236236b0ba8c72ce3420e9e,1
9a2d5eefd7ca7939a643294a87a1a324bd03ae0e,5
001f207cc7a80ad08cdbab2b8eca23b0a8618cb3,5
f250ef0a7e3bdc60888dabea5ee31ec0e1e59662,4
786d99ce9386d77f22a59197a53e9a8e81d09b1a,6
6144728018865691618dd340f3bad17dfc06d720,4
cfe9532588b532fd85822f3f71c570835f493aac,0
001fde8063a189d95ebad3831cdd9ddbc2b4eec1,3
12a494043e159e0c6b47b8c72c16b3e3523e9272,3
12d56574d0c6bc3a2ecba49748c674d74c3022a2,6
001ff9ef287fe7af74ef5766e7e6389465235b10,4
56d1864e48f03bba56a632bb1fc11cf6cf59197d,1
9a4da56e61b49a4ed905e4a9ad7d9d8163c4c485,4
63b1df2b3f7c33811101a671d6196cd73f7452dd,5
52e34be43a5c53a157b6515273d060fd241a9de6,1
53eba4ee8f79ce86ab0b06303b23ef1a69fe67d4,6
d190eaaf0c52e9b2a509ccd4308866659fc3e5cb,1
1b7d4841b6bd050812d78af9cab9f556d19b8231,6
0020c8e9944c238cb50ac871e371aead1b582261,1
00970f4d0e3e822f4d3d5785f4a67c360081ac3a,2
b43cf5e271d2244a0a9877e901ce9d0c7c42c1db,5
0020ca8c077c3b871aa1e1ca47dcc84367f52a87,0
874cded95b1f8cb362a102a15865f38a75e1bda7,1
dd2c38da738860e9b5a4d87f62210e26afed3e6a,4
712d1f8b85d4e25fc77bb0d143b3200f4db78258,4
53f258ad9abc09728db7cbbead2c4e3e19d676f2,6
541433e00644840c25601b98509b6de954c3ea66,4
5bb607e7246519375f75bed264acbc9c92307b09,6
cdbdfbe7aaab94793857356e88e78c84fd48a166,5
da19f3f67ac1dadbd8151dd8ad6e14afe307e1c2,1
0021f46bda27ea105d722d19690f5564f2b8869e,6
fc14be9376dc35069f58cf2f777952694437f1ff,6
e2ec34461e5fdb4e015142996e5b2b7df2dcb25b,0
67af5676c6069143eab98330aa6d28ceec359bb1,2
7bb5e4db37dabc756a94c7f264700dad032cd628,2
a2592d944a85df0ef87726cf2cabeb022a4aa1fb,5
45bfb9de95046602b6c7512e827e0a6e206d6abb,0
b0cfc5a2e4634344b0c6eb3beb1f9e6c66d14960,0
51ef0f6b6080ae713c196408888f1287fd1a1950,3
aae227322ac72cdf982fa8b7e3249e9ea6b05910,3
9e2d2d0392d8a2ae92509ecb687902929c6c22e9,2
3fe25fa3092abb2e0f8885ede7777709174c57fa,5
1599718bf756a0fb7157277b93f21cfcad04e383,1
0022160fefba1baa000f9d5c20a9a4caea9474ef,5
334ee140b83834d9f66583b4a69ee826686e7dfe,4
1cea4d24bfeffc73a5d5069d7349edc0a84c6e2a,6
cd23c4a94aa04bf6134cb8b9c279298251693d26,4
cd6402234500f37286e52811dbdbfb87b557a437,6
4560aaf6aa9d59dddbc4939c6573b1385761f567,5
1222c3eec67aa8d09799c60740360cae9d6026cb,1
23396e5737f0da128c9a011d28ac88735db1357e,6
186ed3abeb8e97f529bfcad2e7502a395936d364,6
002285ade41b9e1313f9c914b99e68b62fab7ff1,3
002359d4160e310b20637e3450da4757ec22dc45,4
59ad2aecfde8512480b5d7340a368dd834c64e0f,6
6d32bb42a9d27ecb4dfdde5a0e1c82cfc1c65bf7,3
0e11db239f53293e3834828eaae33894b83bb880,1
1b105488d1908164daa92b4f380e345f053b5988,2
4414b3bae922531cdb1086fbd25697cbd016da82,2
d8dcfb5718eaf1d9931998f4e2bb04c0ff8ca86d,5
5c5143c613d0edd845aba18132b037386814f388,3
007b885f74eb1783a86e9ac0670c1035c08a199f,3
3170c2174a34d19cae9ba9002c10993bca52813a,1
1aa968934976d9be4ed2962aa3cd943e0bfc8ed4,3
b4293f17cfdb1ad1f24aa687794f52001516dc94,2
00240c74a2f1b812b7faf98556fffaa6ae2221da,3
00242a60e127c5d66f23d039428caaed57a48cd2,2
078241442033645965d810576d7f93f9c3a15b54,3
d00a5de089cc3ef11420cc63f43cc8f29c67e51e,4
c0cf85f769992fd6fe0c9d76c2869b2dc0f06321,4
b6471b18d19a77a75598b2a3c4a6bcbb46c171bd,2
92785f08d2fd9d18fddaa431023f0d7a4756cd66,0
deccdc6a2b53bfdd7d0817fc2651d7cfcd6114fb,0
569c9dcd9c9b7d0797349396589a65fa1bb4c3c4,5
0036975a5e51251e3ccde743ecc3aa18a9ae7623,4
ad9127d52b33f1e09fedec669c87ac83094b360e,0
c303d8bf837cd173bb9bd8a0060d5b28e79b4bf8,5
544ed7b9035fc22df84f7a82ae4eeb37b3d7398b,6
edd26addf7a22eb588f784695eb833b98af6d843,6
00251e9fd7258657b86dedb5f0ad814a8af4ebbb,4
ba753d93d3430673158fad6f313b6d99be2fa4fe,0
643aa9328e1d576400588870a2efa00befeb306a,0
216715a74a2ceb71ea2c044d9f6b4cac3e8a8ef5,0
9aaa1213b9c7f531b8c6e8ed1ce7e07b9b33d012,4
1592bbf195852d24b294eb040d681efaf7a859d0,2
002544729825daf6843a471ccb22d446969511b7,5
d5dc38ed5a3e386a2f4303ef858796f94bbb44d0,5
5c1927090959676f40eb91442b0295bedf67cdf2,6
8b3298e265545853819add7fbbb93e7a73d1480d,1
00b6d0fea5fcc06a46e221dea1079b7d7e1d9b1f,4
348e380a48afcc55e72438bfac2747ec4c8cbfd4,4
edc0bd4137cc3de24a2367ecfc2dde1203d1b682,0
71bda1c7e69c62b648c1fd44c7160f457e73e00c,1
0025ab61c405d2f60446d6c8cdcdf0d9680f6163,2
